Idade,Score,Limite_Credito,Inadimplente,Cidade,Emprego,Renda_Mensal
54,511,4731,0,Fortaleza,Desempregado,316
19,647,7078,0,Belo Horizonte,Empresário,9892
54,754,5982,0,São Paulo,Desempregado,-242
60,397,5705,1,Rio de Janeiro,Assalariado,3634
30,487,5863,0,Rio de Janeiro,Desempregado,536
42,566,7632,1,São Paulo,Autônomo,4096
28,392,3287,1,Belo Horizonte,Assalariado,3100
40,320,1230,1,Fortaleza,Estudante,307
22,661,5304,0,Salvador,Desempregado,185
36,681,8056,0,Belo Horizonte,Desempregado,-13
24,321,2897,1,Belo Horizonte,Assalariado,3303
65,602,5710,0,Fortaleza,Assalariado,2244
25,529,6872,0,Porto Alegre,Assalariado,2464
30,346,5026,1,Fortaleza,Desempregado,100
30,843,9591,0,Salvador,Desempregado,390
54,538,3430,0,São Paulo,Assalariado,3477
51,623,4672,0,Salvador,Autônomo,4505
34,743,5680,0,Porto Alegre,Estudante,1052
56,833,6738,0,Porto Alegre,Empresário,10328
40,745,6423,0,Porto Alegre,Autônomo,5540
34,648,4822,0,São Paulo,Estudante,1871
28,502,5678,1,Fortaleza,Estudante,1619
49,600,6559,1,Rio de Janeiro,Desempregado,1038
58,661,5126,0,Belo Horizonte,Estudante,827
34,501,4489,0,Fortaleza,Empresário,9317
65,795,9033,0,Belo Horizonte,Assalariado,3518
44,512,5771,0,Salvador,Empresário,10831
64,478,3668,1,Rio de Janeiro,Assalariado,2334
27,521,6948,0,Rio de Janeiro,Empresário,10155
49,752,5735,0,Fortaleza,Autônomo,5999
63,822,8702,0,São Paulo,Desempregado,1133
57,507,6012,0,Fortaleza,Estudante,1517
62,362,4193,1,Porto Alegre,Assalariado,3298
54,575,7126,0,Belo Horizonte,Assalariado,3276
28,591,4227,1,Salvador,Autônomo,4466
45,789,9447,0,São Paulo,Autônomo,4751
61,428,4670,1,Rio de Janeiro,Empresário,10483
55,467,4626,0,Rio de Janeiro,Empresário,10920
28,809,8804,0,Porto Alegre,Assalariado,3675
53,382,1953,0,Fortaleza,Desempregado,482
56,365,3158,1,Porto Alegre,Assalariado,3115
35,394,5497,0,Porto Alegre,Estudante,1759
46,314,5117,0,Belo Horizonte,Estudante,1621
22,826,7666,0,São Paulo,Empresário,9253
58,613,7191,0,Belo Horizonte,Autônomo,5591
43,506,6088,0,Porto Alegre,Empresário,9576
30,778,6338,0,Fortaleza,Desempregado,-388
31,480,3602,0,Porto Alegre,Estudante,600
26,826,9607,0,Porto Alegre,Desempregado,711
48,643,5717,0,Rio de Janeiro,Empresário,9622
51,674,6882,0,Belo Horizonte,Estudante,526
62,742,6337,0,Rio de Janeiro,Assalariado,2148
18,491,5677,0,Fortaleza,Empresário,9171
55,704,7688,0,Belo Horizonte,Desempregado,1084
22,620,4783,1,Fortaleza,Autônomo,5058
59,385,3463,1,Porto Alegre,Estudante,4
26,652,5822,0,Rio de Janeiro,Assalariado,2906
18,691,8117,0,Rio de Janeiro,Estudante,1914
65,626,5510,0,Fortaleza,Autônomo,4271
48,694,6425,1,Salvador,Autônomo,4565
26,777,8123,0,Porto Alegre,Desempregado,818
32,593,6593,0,Rio de Janeiro,Empresário,10318
57,591,5178,1,Fortaleza,Empresário,10102
31,527,5158,0,Salvador,Empresário,9307
61,392,4987,0,Fortaleza,Desempregado,1285
30,304,3519,1,Rio de Janeiro,Desempregado,-53
53,683,6860,1,Salvador,Assalariado,3411
20,464,4086,0,Salvador,Estudante,251
32,825,7960,0,Rio de Janeiro,Autônomo,4169
45,351,5160,1,São Paulo,Assalariado,2392
61,505,4190,1,Belo Horizonte,Autônomo,5472
35,666,6284,1,São Paulo,Autônomo,5580
20,455,6268,1,Fortaleza,Estudante,1973
68,793,9597,0,Belo Horizonte,Estudante,255
31,500,6733,0,Salvador,Autônomo,4253
47,369,2705,0,Belo Horizonte,Autônomo,5499
67,567,7627,0,Fortaleza,Autônomo,4544
57,697,7431,0,Belo Horizonte,Assalariado,3405
28,442,3081,0,Belo Horizonte,Assalariado,3169
59,448,2731,0,São Paulo,Autônomo,4906
29,672,5661,0,São Paulo,Desempregado,628
34,651,4659,1,Belo Horizonte,Desempregado,-156
35,358,1743,0,Fortaleza,Empresário,10523
38,712,8518,1,Belo Horizonte,Desempregado,1028
18,619,4378,1,Belo Horizonte,Autônomo,5425
55,609,7829,0,Fortaleza,Estudante,1608
42,777,8760,0,Salvador,Assalariado,2473
47,395,2601,1,Porto Alegre,Assalariado,2369
67,330,5044,1,Salvador,Assalariado,2838
61,586,6416,0,Belo Horizonte,Assalariado,3491
18,732,8435,0,Salvador,Desempregado,728
18,525,6158,0,Salvador,Empresário,10137
34,620,6849,0,Salvador,Autônomo,5637
50,362,5499,0,Belo Horizonte,Assalariado,3653
40,616,4574,0,Porto Alegre,Desempregado,556
22,846,6622,0,Fortaleza,Estudante,1826
66,831,7999,0,Belo Horizonte,Autônomo,4724
68,419,4772,0,Salvador,Autônomo,5177
32,637,4540,0,Porto Alegre,Empresário,10115
47,801,7904,0,São Paulo,Autônomo,4380
33,497,5319,0,Belo Horizonte,Desempregado,43
48,745,5573,0,Rio de Janeiro,Empresário,10990
26,345,2382,1,São Paulo,Autônomo,5460
58,484,2963,1,São Paulo,Desempregado,765
54,621,4308,0,Belo Horizonte,Assalariado,3002
51,538,7192,0,Fortaleza,Assalariado,2495
69,496,6170,0,Belo Horizonte,Assalariado,2302
54,467,6173,0,Fortaleza,Estudante,1280
52,462,4730,1,Rio de Janeiro,Estudante,312
21,745,9045,0,Salvador,Desempregado,113
57,766,6994,1,Porto Alegre,Desempregado,-19
61,485,6050,0,Fortaleza,Assalariado,2235
22,708,6684,1,São Paulo,Empresário,10389
66,554,5801,0,Rio de Janeiro,Assalariado,2713
39,538,5938,1,Porto Alegre,Autônomo,4221
41,384,2619,1,São Paulo,Empresário,10228
52,771,6790,0,Belo Horizonte,Estudante,306
26,795,7444,0,Belo Horizonte,Empresário,10208
60,672,5260,0,Belo Horizonte,Desempregado,691
25,544,4156,1,Salvador,Estudante,354
40,702,8689,1,Belo Horizonte,Autônomo,4303
20,807,9362,0,Porto Alegre,Autônomo,5860
51,486,6105,0,Salvador,Autônomo,5014
62,458,5418,0,São Paulo,Desempregado,1272
36,790,5902,0,Fortaleza,Estudante,1262
60,392,2058,0,Belo Horizonte,Estudante,268
45,689,5199,0,Belo Horizonte,Estudante,1539
22,691,6939,0,Fortaleza,Estudante,1331
62,589,4894,1,Belo Horizonte,Empresário,9839
43,447,3338,1,Porto Alegre,Assalariado,2466
48,483,4376,1,Salvador,Estudante,1448
44,523,4627,1,Porto Alegre,Desempregado,855
50,307,4614,0,Belo Horizonte,Estudante,1667
23,820,9770,0,Salvador,Estudante,1274
34,550,4784,0,São Paulo,Autônomo,5022
32,501,6475,0,Rio de Janeiro,Desempregado,1301
36,518,4896,0,Belo Horizonte,Empresário,10856
51,634,4353,0,Rio de Janeiro,Assalariado,2702
21,422,4022,0,Fortaleza,Empresário,10448
38,769,7197,0,São Paulo,Empresário,10092
25,719,8077,1,Belo Horizonte,Assalariado,3606
49,720,7519,1,São Paulo,Empresário,10328
39,363,3617,0,Belo Horizonte,Desempregado,1186
22,633,7321,1,São Paulo,Estudante,439
35,331,1928,0,Porto Alegre,Autônomo,5588
54,815,9384,0,Porto Alegre,Empresário,9031
50,464,3470,0,Salvador,Empresário,9013
26,544,3458,0,Fortaleza,Desempregado,-313
30,583,7822,0,Rio de Janeiro,Empresário,9289
36,559,6203,0,Fortaleza,Autônomo,5591
69,321,2354,0,Porto Alegre,Assalariado,3175
26,460,3733,1,Belo Horizonte,Empresário,9011
54,329,1487,0,Salvador,Estudante,732
57,560,5172,0,Salvador,Assalariado,2363
68,844,7882,0,Porto Alegre,Desempregado,-445
59,431,5032,0,Belo Horizonte,Empresário,9322
33,378,2504,1,São Paulo,Assalariado,2401
43,812,9855,0,Salvador,Estudante,554
52,507,5855,1,Porto Alegre,Estudante,1686
55,788,9661,0,Rio de Janeiro,Desempregado,787
29,523,3327,0,Fortaleza,Assalariado,2528
25,450,4145,0,São Paulo,Assalariado,2135
28,495,5440,0,Rio de Janeiro,Estudante,913
41,480,6039,1,Salvador,Desempregado,-309
18,721,5663,0,Salvador,Desempregado,-1
65,605,6294,0,Fortaleza,Empresário,10046
60,516,3972,0,Belo Horizonte,Autônomo,5856
18,650,7688,0,Fortaleza,Desempregado,294
58,849,9852,0,Porto Alegre,Autônomo,4335
53,644,5106,0,Rio de Janeiro,Desempregado,621
60,460,4035,0,São Paulo,Desempregado,518
66,648,7980,0,Fortaleza,Assalariado,2133
34,733,7747,0,Belo Horizonte,Empresário,10327
24,824,6411,0,Fortaleza,Desempregado,749
61,622,6726,0,Belo Horizonte,Assalariado,3421
43,668,5528,0,Belo Horizonte,Assalariado,2903
31,724,8749,0,Porto Alegre,Autônomo,5079
54,714,8875,0,Porto Alegre,Assalariado,2565
34,705,6948,0,Salvador,Desempregado,635
62,730,8322,0,Salvador,Empresário,9585
45,765,9279,0,São Paulo,Assalariado,3159
20,402,2622,1,São Paulo,Desempregado,1387
46,720,5970,0,Porto Alegre,Autônomo,5972
56,803,9194,0,Rio de Janeiro,Autônomo,4497
47,831,9329,0,São Paulo,Autônomo,5091
43,378,2936,1,Belo Horizonte,Autônomo,5355
21,332,4257,1,Rio de Janeiro,Empresário,10879
28,512,5650,0,Fortaleza,Desempregado,1434
28,436,2649,1,Porto Alegre,Autônomo,4205
56,624,6051,0,São Paulo,Autônomo,4820
21,307,3058,1,Rio de Janeiro,Desempregado,1076
53,478,4234,0,Fortaleza,Estudante,1340
28,670,8103,1,Belo Horizonte,Assalariado,3188
67,684,7328,0,Fortaleza,Estudante,673
33,466,3458,1,Salvador,Desempregado,779
50,816,7582,0,Belo Horizonte,Autônomo,5354
66,643,5484,0,Belo Horizonte,Autônomo,5238
51,623,7994,1,São Paulo,Assalariado,3632
62,511,5730,0,Fortaleza,Autônomo,4758
25,333,4750,0,Salvador,Assalariado,2340
42,751,8714,0,Fortaleza,Empresário,9951
66,444,2516,0,Fortaleza,Empresário,10185
63,435,5240,0,Rio de Janeiro,Empresário,9414
67,764,7298,0,São Paulo,Assalariado,2657
42,821,9687,0,Rio de Janeiro,Autônomo,5224
18,502,4811,0,São Paulo,Assalariado,3650
36,637,7642,1,Salvador,Estudante,706
23,828,6994,0,São Paulo,Autônomo,4099
56,611,7968,0,São Paulo,Empresário,10162
27,362,2167,1,Fortaleza,Desempregado,398
58,511,3171,0,Salvador,Autônomo,4785
51,693,7816,0,Belo Horizonte,Assalariado,3782
44,829,6989,0,Belo Horizonte,Autônomo,5112
47,329,3538,0,Belo Horizonte,Desempregado,245
46,377,2740,0,Porto Alegre,Assalariado,2780
31,373,5294,0,São Paulo,Autônomo,4464
36,441,6230,1,Porto Alegre,Desempregado,769
43,751,7372,0,Porto Alegre,Empresário,9409
48,692,8911,0,Fortaleza,Estudante,858
32,400,4613,1,Porto Alegre,Estudante,1317
26,416,3753,0,São Paulo,Estudante,1973
31,702,5859,0,Rio de Janeiro,Autônomo,4423
40,636,8048,1,Fortaleza,Desempregado,919
41,572,4437,0,São Paulo,Estudante,1318
52,809,8774,0,Rio de Janeiro,Autônomo,5028
18,781,8146,0,Porto Alegre,Desempregado,1261
23,585,4557,0,Fortaleza,Estudante,143
61,358,3304,1,Salvador,Estudante,620
55,739,6665,0,São Paulo,Empresário,10387
50,357,3644,1,Porto Alegre,Estudante,169
47,551,7199,1,Fortaleza,Assalariado,3627
52,322,3783,1,São Paulo,Estudante,476
52,807,9514,0,Rio de Janeiro,Assalariado,3868
40,476,6215,0,Rio de Janeiro,Assalariado,2809
23,607,6064,0,Salvador,Assalariado,3818
22,577,6385,0,São Paulo,Assalariado,2810
35,602,4558,0,Rio de Janeiro,Estudante,1830
68,422,6058,1,Fortaleza,Autônomo,4961
20,416,3095,0,Rio de Janeiro,Empresário,9096
68,558,7309,0,Rio de Janeiro,Assalariado,2889
53,404,3099,1,Salvador,Assalariado,3767
66,790,6558,0,Fortaleza,Autônomo,4903
50,482,4272,0,Rio de Janeiro,Empresário,9669
64,489,3239,0,Belo Horizonte,Autônomo,5395
26,723,7352,0,Salvador,Autônomo,5533
41,349,3205,1,São Paulo,Assalariado,2301
62,565,7642,1,Porto Alegre,Autônomo,4820
37,652,5941,0,Rio de Janeiro,Assalariado,2477
39,300,3841,0,São Paulo,Assalariado,2584
53,693,7634,0,Rio de Janeiro,Autônomo,4080
32,660,4861,0,Belo Horizonte,Assalariado,2791
19,700,5394,0,Fortaleza,Autônomo,4527
44,777,8738,0,Rio de Janeiro,Empresário,10747
19,403,4573,0,Belo Horizonte,Estudante,1396
68,819,6976,0,Porto Alegre,Desempregado,921
65,507,4848,1,Rio de Janeiro,Estudante,1826
60,326,2515,1,Rio de Janeiro,Desempregado,343
43,309,2878,0,Belo Horizonte,Autônomo,5534
21,364,2476,0,Belo Horizonte,Desempregado,1290
57,614,6366,1,Salvador,Assalariado,2426
47,537,4519,0,Porto Alegre,Desempregado,693
43,650,4505,0,São Paulo,Desempregado,774
68,669,5457,0,Porto Alegre,Assalariado,2551
63,811,7377,0,Rio de Janeiro,Estudante,462
18,765,7388,0,Rio de Janeiro,Autônomo,4351
27,373,2457,0,Rio de Janeiro,Autônomo,4946
37,581,5822,0,Salvador,Desempregado,104
67,620,5399,0,Porto Alegre,Empresário,9059
61,525,3843,0,Porto Alegre,Estudante,1434
50,687,6322,0,Belo Horizonte,Desempregado,496
59,589,7338,0,Fortaleza,Estudante,122
21,713,6950,0,São Paulo,Estudante,1418
35,445,5986,0,Belo Horizonte,Estudante,396
57,430,4704,1,Salvador,Estudante,1088
49,747,5679,0,São Paulo,Autônomo,5296
38,509,5973,0,Salvador,Desempregado,1384
31,382,5575,1,Rio de Janeiro,Autônomo,5277
36,454,2763,0,Belo Horizonte,Estudante,1041
38,701,6111,0,Fortaleza,Autônomo,5446
23,700,5881,0,São Paulo,Assalariado,3460
64,385,4729,0,Rio de Janeiro,Assalariado,2615
19,583,4112,1,Fortaleza,Autônomo,4228
44,424,5775,1,Fortaleza,Empresário,9671
25,826,9167,0,Porto Alegre,Autônomo,5192
34,630,8265,0,Fortaleza,Estudante,1861
30,617,6011,0,Rio de Janeiro,Estudante,773
61,441,4965,1,Salvador,Autônomo,4504
30,607,4641,1,São Paulo,Empresário,9273
54,561,6064,1,Belo Horizonte,Desempregado,-66
56,323,2772,0,Fortaleza,Estudante,903
40,382,2129,0,Rio de Janeiro,Estudante,717
53,335,3308,1,Porto Alegre,Estudante,391
40,560,7064,1,Porto Alegre,Autônomo,4555
67,373,5017,0,Porto Alegre,Desempregado,838
48,742,5978,0,Porto Alegre,Autônomo,4552
43,340,2107,0,Fortaleza,Estudante,1931
32,720,7882,0,Rio de Janeiro,Desempregado,1338
38,551,3672,0,São Paulo,Autônomo,5061
35,816,9759,0,Porto Alegre,Assalariado,2562
36,750,8661,0,São Paulo,Estudante,561
63,848,10022,0,Porto Alegre,Autônomo,4835
37,346,1931,1,Belo Horizonte,Estudante,1179
34,331,3219,0,Porto Alegre,Desempregado,-180
33,696,8054,0,Salvador,Empresário,9809
34,491,5497,1,Belo Horizonte,Estudante,1899
37,338,1686,1,Belo Horizonte,Empresário,9391
50,710,7121,0,Salvador,Desempregado,-65
23,331,2291,1,Fortaleza,Empresário,10572
19,606,7634,1,São Paulo,Estudante,475
60,300,3010,0,Fortaleza,Empresário,10390
56,402,3089,1,Salvador,Estudante,1299
20,597,5976,0,Fortaleza,Autônomo,4193
25,672,4981,0,Belo Horizonte,Assalariado,3390
32,404,5962,0,Porto Alegre,Estudante,1951
49,550,3896,1,Fortaleza,Assalariado,2049
40,525,4049,1,Fortaleza,Desempregado,-365
55,336,3506,0,Fortaleza,Desempregado,373
54,705,8121,1,São Paulo,Estudante,1707
60,365,4272,1,Fortaleza,Estudante,1021
65,807,7677,0,Rio de Janeiro,Assalariado,3634
54,805,6948,0,Porto Alegre,Empresário,10461
50,485,4988,0,Salvador,Autônomo,4942
38,415,2164,1,Rio de Janeiro,Assalariado,2399
49,783,8689,0,Belo Horizonte,Estudante,120
19,365,3871,0,Porto Alegre,Estudante,1675
65,632,4674,0,Belo Horizonte,Assalariado,3118
58,513,4187,0,Fortaleza,Assalariado,3630
54,536,3486,0,Belo Horizonte,Empresário,9746
60,824,9350,0,Fortaleza,Estudante,1674
44,558,7272,0,Porto Alegre,Autônomo,5644
53,493,4193,0,Fortaleza,Empresário,9776
58,349,2131,1,Salvador,Estudante,823
22,449,3099,1,Salvador,Autônomo,4673
46,635,4869,1,Fortaleza,Empresário,10542
39,665,7316,0,Porto Alegre,Assalariado,2990
40,664,8632,0,Salvador,Desempregado,9
47,491,6858,1,Porto Alegre,Autônomo,5180
37,688,7131,1,Fortaleza,Empresário,9330
59,492,4228,1,Salvador,Estudante,880
41,759,7089,0,Porto Alegre,Desempregado,-307
63,806,7231,0,Porto Alegre,Desempregado,304
27,413,5666,0,Porto Alegre,Autônomo,4291
19,647,6668,0,Rio de Janeiro,Desempregado,1186
43,462,6263,0,Belo Horizonte,Assalariado,3522
40,526,6977,0,São Paulo,Estudante,513
48,534,5373,0,São Paulo,Empresário,10506
61,841,10332,0,São Paulo,Empresário,9111
51,653,5506,0,Belo Horizonte,Estudante,1312
47,402,4093,0,Belo Horizonte,Desempregado,-277
67,388,5285,0,Porto Alegre,Estudante,572
44,592,5627,0,Salvador,Assalariado,3337
38,725,6213,0,São Paulo,Desempregado,260
41,376,2590,0,São Paulo,Estudante,203
47,655,8050,1,Rio de Janeiro,Desempregado,761
60,511,5749,1,Salvador,Estudante,927
62,478,4103,0,Salvador,Estudante,1978
27,518,5171,1,Fortaleza,Autônomo,5022
18,828,10251,0,Rio de Janeiro,Autônomo,5623
23,443,5084,0,São Paulo,Assalariado,3564
18,750,7316,0,Salvador,Estudante,200
22,486,6110,0,Rio de Janeiro,Estudante,1582
29,408,4137,1,Porto Alegre,Desempregado,1324
33,543,3761,1,Belo Horizonte,Assalariado,2007
62,639,7825,0,Salvador,Estudante,1625
60,725,5544,0,Belo Horizonte,Assalariado,3727
31,834,8100,0,Fortaleza,Empresário,9466
20,363,4558,1,Fortaleza,Assalariado,2101
32,658,6470,1,Belo Horizonte,Empresário,9378
68,511,6723,0,Fortaleza,Desempregado,1435
29,381,3973,1,Fortaleza,Empresário,10985
29,476,3005,0,Rio de Janeiro,Autônomo,5755
52,375,2898,0,Fortaleza,Autônomo,4162
27,364,4850,1,Belo Horizonte,Autônomo,5379
67,765,6477,1,Rio de Janeiro,Empresário,10214
54,460,5830,1,Fortaleza,Empresário,10633
26,751,5609,0,Rio de Janeiro,Estudante,5
21,693,8895,0,Fortaleza,Autônomo,4839
19,615,5000,0,Rio de Janeiro,Desempregado,-244
52,570,5588,0,Porto Alegre,Estudante,1560
26,500,4609,1,Porto Alegre,Desempregado,-337
45,448,5002,0,Porto Alegre,Estudante,160
57,603,7181,1,Fortaleza,Autônomo,4628
46,558,4647,1,Salvador,Autônomo,5391
18,559,6311,1,Belo Horizonte,Estudante,950
61,364,4623,1,Salvador,Estudante,1708
29,741,9251,0,Belo Horizonte,Empresário,10263
34,342,3098,0,Rio de Janeiro,Assalariado,2601
31,780,5981,0,Fortaleza,Autônomo,5861
24,583,4483,0,Salvador,Estudante,492
22,345,3913,1,Salvador,Assalariado,3443
68,723,6915,0,Belo Horizonte,Autônomo,5318
66,795,8561,0,Fortaleza,Autônomo,4884
21,765,7434,0,São Paulo,Autônomo,5509
26,469,4119,0,Belo Horizonte,Empresário,10992
55,482,3719,0,Porto Alegre,Assalariado,3959
25,778,7293,0,Porto Alegre,Estudante,1053
66,563,6586,0,São Paulo,Assalariado,2401
22,844,9823,0,Fortaleza,Autônomo,4207
55,667,4912,0,Belo Horizonte,Desempregado,209
40,580,4581,0,Salvador,Estudante,43
66,772,7506,0,Rio de Janeiro,Assalariado,2914
58,352,3287,1,Porto Alegre,Empresário,10936
66,418,3525,0,Salvador,Empresário,10567
44,818,8719,0,São Paulo,Desempregado,1299
27,611,6853,0,Porto Alegre,Empresário,9023
41,382,1958,0,Fortaleza,Empresário,9606
35,823,6811,0,Rio de Janeiro,Empresário,9517
20,600,7769,0,São Paulo,Desempregado,-115
62,407,2508,1,Porto Alegre,Autônomo,4697
29,529,6202,1,Salvador,Assalariado,2820
29,442,6219,0,Belo Horizonte,Assalariado,3414
53,748,6793,1,Belo Horizonte,Autônomo,5171
35,693,6288,0,São Paulo,Autônomo,4872
20,817,9116,0,São Paulo,Estudante,100
30,553,4535,1,Porto Alegre,Assalariado,2890
18,729,7206,0,São Paulo,Desempregado,-267
19,532,5206,1,São Paulo,Empresário,10204
20,376,2842,0,Fortaleza,Autônomo,5032
58,496,6778,0,Belo Horizonte,Empresário,10136
59,602,5099,0,Belo Horizonte,Autônomo,5425
37,591,5143,0,Rio de Janeiro,Desempregado,784
22,552,5507,1,Belo Horizonte,Estudante,981
43,703,8447,0,Belo Horizonte,Desempregado,487
60,537,6432,0,Fortaleza,Desempregado,830
23,404,5746,1,São Paulo,Autônomo,5949
18,660,8396,0,Fortaleza,Estudante,1530
59,369,1907,1,Salvador,Autônomo,4463
36,807,9966,0,Salvador,Estudante,599
27,389,4423,0,São Paulo,Empresário,9579
68,700,8642,0,Fortaleza,Estudante,473
53,813,7178,0,Belo Horizonte,Estudante,703
22,745,8722,0,Rio de Janeiro,Estudante,237
20,496,5864,0,Rio de Janeiro,Empresário,9047
28,817,7643,0,São Paulo,Assalariado,2429
37,725,7572,0,Porto Alegre,Autônomo,5445
25,781,6035,0,Porto Alegre,Estudante,1402
62,711,5981,0,Porto Alegre,Desempregado,1258
18,304,3598,1,São Paulo,Desempregado,-485
18,595,4643,0,São Paulo,Empresário,9622
63,347,4849,0,Salvador,Assalariado,2895
40,357,4884,1,Porto Alegre,Autônomo,4336
53,613,6452,0,Rio de Janeiro,Autônomo,4900
37,794,8606,0,Rio de Janeiro,Assalariado,3898
40,514,3732,0,São Paulo,Desempregado,311
21,616,7062,1,São Paulo,Autônomo,4044
27,592,7195,0,Belo Horizonte,Autônomo,5950
39,807,6213,0,Belo Horizonte,Assalariado,3218
64,660,5002,0,São Paulo,Empresário,9509
28,569,4117,1,Salvador,Assalariado,2414
49,368,2993,1,Porto Alegre,Autônomo,5328
66,815,7687,0,Rio de Janeiro,Desempregado,-197
60,604,4617,0,Fortaleza,Desempregado,1321
59,507,6710,0,Rio de Janeiro,Assalariado,2534
37,401,4656,0,São Paulo,Estudante,1972
45,500,3301,1,Salvador,Desempregado,-136
54,812,7532,1,Fortaleza,Desempregado,1414
49,393,1967,0,Fortaleza,Desempregado,995
48,605,5503,0,Rio de Janeiro,Assalariado,2464
59,374,1981,1,Salvador,Desempregado,-444
67,735,7660,0,São Paulo,Desempregado,976
69,720,6092,0,Fortaleza,Estudante,260
29,559,5999,0,Rio de Janeiro,Empresário,10914
48,695,5995,0,São Paulo,Estudante,153
18,337,2869,1,São Paulo,Assalariado,2785
56,723,6373,0,Rio de Janeiro,Desempregado,652
26,396,4608,0,Fortaleza,Desempregado,542
20,460,4620,0,Salvador,Empresário,10022
32,634,4978,0,Porto Alegre,Estudante,1402
47,303,3024,1,Fortaleza,Assalariado,2763
42,784,7103,0,Rio de Janeiro,Autônomo,4594
23,744,6359,0,Fortaleza,Assalariado,3964
24,660,5377,0,São Paulo,Estudante,284
42,791,8057,0,Porto Alegre,Assalariado,3016
35,713,8213,0,São Paulo,Assalariado,2687
59,791,7441,0,São Paulo,Empresário,10849
65,447,3838,0,Belo Horizonte,Empresário,9542
48,370,2058,0,Porto Alegre,Empresário,9615
53,403,2385,0,Fortaleza,Estudante,1334
48,838,9329,0,Porto Alegre,Empresário,9913
54,550,4395,1,Salvador,Assalariado,3768
32,629,7043,1,Rio de Janeiro,Autônomo,5140
19,559,6633,0,Salvador,Empresário,10929
38,344,5420,0,Salvador,Estudante,382
47,395,2609,1,Belo Horizonte,Empresário,10136
24,683,5913,0,Salvador,Estudante,1915
68,486,5432,0,São Paulo,Desempregado,1111
43,551,5007,1,Belo Horizonte,Estudante,621
47,400,5956,1,Porto Alegre,Desempregado,1059
43,453,5744,0,Porto Alegre,Desempregado,306
23,778,7467,1,Salvador,Estudante,1887
57,524,5617,0,São Paulo,Estudante,692
47,536,6278,1,Rio de Janeiro,Estudante,996
38,729,6834,1,Salvador,Desempregado,32
57,365,2557,0,Salvador,Estudante,455
41,665,7281,0,Belo Horizonte,Autônomo,4431
27,458,3860,0,Rio de Janeiro,Empresário,9752
20,610,6018,0,Salvador,Estudante,654
47,489,5644,0,Belo Horizonte,Estudante,1641
35,812,6937,0,Fortaleza,Empresário,10515
36,484,3483,0,Rio de Janeiro,Empresário,9444
45,551,4125,0,Salvador,Empresário,10901
36,724,7534,0,Fortaleza,Estudante,140
20,623,4895,0,São Paulo,Estudante,1161
50,453,6152,0,Rio de Janeiro,Assalariado,2727
65,459,3895,1,Belo Horizonte,Assalariado,3230
36,794,7786,0,Fortaleza,Estudante,734
61,480,4839,0,São Paulo,Assalariado,2865
38,432,5196,0,São Paulo,Autônomo,4485
66,589,5345,0,Rio de Janeiro,Assalariado,2433
40,449,5718,0,Belo Horizonte,Autônomo,4876
22,822,7155,0,Salvador,Autônomo,4414
52,404,2694,0,Fortaleza,Estudante,192
19,716,6455,0,Salvador,Estudante,581
48,425,4924,0,Fortaleza,Autônomo,5425
59,338,5114,0,Rio de Janeiro,Autônomo,4568
54,676,7873,0,Belo Horizonte,Autônomo,4061
21,681,7971,0,Belo Horizonte,Assalariado,2274
37,848,9131,0,Rio de Janeiro,Estudante,1994
26,608,8061,0,Fortaleza,Assalariado,3180
33,505,3407,0,Belo Horizonte,Assalariado,3848
64,785,7573,0,Belo Horizonte,Empresário,9375
55,523,5790,0,Salvador,Estudante,1598
24,628,7862,0,Rio de Janeiro,Estudante,1689
55,408,4769,1,Salvador,Estudante,1673
54,547,6255,0,Rio de Janeiro,Empresário,9279
46,641,6634,0,Salvador,Desempregado,1418
46,682,4983,0,São Paulo,Empresário,10024
40,553,6920,0,Salvador,Desempregado,776
41,603,4565,0,Porto Alegre,Desempregado,1095
34,846,9386,0,Salvador,Estudante,747
53,556,3925,0,Porto Alegre,Autônomo,4492
61,589,7217,0,São Paulo,Estudante,1599
34,682,7517,0,Fortaleza,Assalariado,3771
26,321,4082,0,São Paulo,Estudante,1710
65,781,6767,0,São Paulo,Estudante,800
63,761,9022,0,Porto Alegre,Autônomo,5067
68,588,6743,1,Fortaleza,Autônomo,5773
22,459,6057,0,Rio de Janeiro,Autônomo,4447
63,584,5029,1,Salvador,Assalariado,3429
38,411,4512,0,Porto Alegre,Desempregado,1483
62,670,7700,0,Rio de Janeiro,Assalariado,2407
59,507,6676,1,São Paulo,Autônomo,4920
29,306,2604,0,Porto Alegre,Estudante,266
44,384,5805,1,Belo Horizonte,Assalariado,2315
44,549,5828,1,Porto Alegre,Empresário,10138
57,430,4959,1,Porto Alegre,Empresário,10364
62,740,7827,0,Salvador,Empresário,10629
35,399,2976,1,Fortaleza,Empresário,9658
40,432,3218,0,Porto Alegre,Autônomo,5266
51,328,1879,0,Belo Horizonte,Assalariado,2131
65,392,2450,0,Belo Horizonte,Estudante,1173
54,699,8340,0,Porto Alegre,Autônomo,5869
46,512,5907,0,São Paulo,Empresário,9864
46,750,7104,0,São Paulo,Estudante,1961
57,422,4146,1,Rio de Janeiro,Empresário,9637
44,547,4158,0,Porto Alegre,Estudante,1418
26,490,5957,0,Fortaleza,Empresário,10657
54,609,5540,0,Belo Horizonte,Estudante,1279
50,820,6557,0,Porto Alegre,Autônomo,5517
40,339,5385,0,Fortaleza,Assalariado,2836
