Subscription Date,Churn Date,Customer Segment,Churn Reason,Subscription Duration (days),Acquisition Channel,Call Minutes (monthly),Data Usage (MB monthly),Location
2023-01-16,,pré-pago,,,Busca Online,470,1305,CA
2023-08-11,,pré-pago,,,Referência,227,3563,WA
2022-09-07,,pós-pago,,,Redes Sociais,959,1479,FL
2023-02-24,2023-06-10,pós-pago,,106.0,Publicidade Tradicional,245,4952,WA
2023-02-24,,pós-pago,,,Publicidade Tradicional,270,971,NY
2023-05-31,2024-05-27,pós-pago,Preço,362.0,Referência,313,4660,FL
2022-12-26,,pós-pago,,,Redes Sociais,749,248,TX
2023-03-23,,pós-pago,,,Busca Online,959,4687,CA
2023-03-26,,pré-pago,,,Referência,659,2394,TX
2023-04-24,,pós-pago,,,Publicidade Tradicional,403,4027,NY
2022-10-24,,pré-pago,,,Publicidade Tradicional,570,664,CA
2023-06-18,,pré-pago,,,Publicidade Tradicional,648,4318,TX
2023-05-19,,pré-pago,,,Redes Sociais,556,2136,TX
2023-05-30,2024-02-29,pós-pago,Preço,275.0,Referência,382,1968,CA
2022-09-11,,pré-pago,,,Referência,214,2997,CA
2023-08-13,,pré-pago,,,Busca Online,782,3648,TX
2023-01-31,2023-04-28,pós-pago,Mudança para concorrente,87.0,Redes Sociais,454,1049,TX
2023-02-28,,pré-pago,,,Publicidade Tradicional,605,2006,TX
2022-11-28,,pré-pago,,,Redes Sociais,576,897,TX
2022-11-19,2023-03-04,pré-pago,Mudança para concorrente,105.0,Busca Online,912,494,NY
2023-05-27,,pré-pago,,,Redes Sociais,970,4126,WA
2023-05-20,,pré-pago,,,Busca Online,903,705,NY
2023-07-25,,pós-pago,,,Referência,532,1522,IL
2023-03-15,,pré-pago,,,Busca Online,405,1227,TX
2022-09-25,,pré-pago,,,Publicidade Tradicional,753,1316,NY
2023-07-27,,pré-pago,,,Busca Online,190,522,NY
2023-03-22,,pós-pago,,,Redes Sociais,597,4088,TX
2023-06-07,,pós-pago,,,Referência,192,2251,TX
2022-10-13,,pré-pago,,,Redes Sociais,906,4695,CA
2023-01-25,,pré-pago,,,Referência,674,1890,WA
2022-11-17,,pós-pago,,,Redes Sociais,451,2808,IL
2023-03-21,,pré-pago,,,Referência,31,721,CA
2023-05-04,,pós-pago,,,Publicidade Tradicional,369,3356,TX
2023-04-23,,pós-pago,,,Referência,702,4913,WA
2023-08-22,2024-06-01,pré-pago,Qualidade do Serviço,284.0,Busca Online,538,764,IL
2023-06-17,,pré-pago,,,Referência,283,941,TX
2023-08-15,,pós-pago,,,Redes Sociais,363,968,TX
2022-10-25,,pós-pago,,,Redes Sociais,288,4541,TX
2023-01-22,,pré-pago,,,Busca Online,773,4753,CA
2023-05-20,2024-02-13,pré-pago,Mudança para concorrente,269.0,Publicidade Tradicional,270,4857,IL
2023-04-14,2023-06-24,pré-pago,Atendimento ao Cliente,71.0,Busca Online,613,1409,CA
2023-07-12,,pós-pago,,,Redes Sociais,818,1430,WA
2023-01-23,2023-02-09,pré-pago,Atendimento ao Cliente,17.0,Referência,772,1977,NY
2022-09-08,,pré-pago,,,Redes Sociais,807,4065,TX
2023-08-15,,pós-pago,,,Busca Online,653,966,IL
2022-10-18,2023-02-17,pré-pago,Mudança para concorrente,122.0,Redes Sociais,812,3523,NY
2023-01-20,,pós-pago,,,Referência,77,2080,IL
2023-01-23,,pós-pago,,,Referência,711,3806,CA
2023-07-12,,pré-pago,,,Publicidade Tradicional,646,445,FL
2022-12-26,,pós-pago,,,Referência,445,1645,IL
2022-11-26,,pós-pago,,,Redes Sociais,69,4808,CA
2023-06-23,,pré-pago,,,Busca Online,502,2191,FL
2023-08-16,,pré-pago,,,Redes Sociais,734,216,IL
2023-04-18,,pré-pago,,,Busca Online,19,676,TX
2023-02-20,,pós-pago,,,Busca Online,282,4017,IL
2023-04-20,,pós-pago,,,Redes Sociais,719,3271,WA
2023-01-07,,pré-pago,,,Redes Sociais,702,1193,CA
2022-10-19,,pré-pago,,,Publicidade Tradicional,497,1476,NY
2023-07-01,,pós-pago,,,Referência,976,2280,NY
2022-09-27,,pré-pago,,,Redes Sociais,545,4040,FL
2023-07-12,,pré-pago,,,Publicidade Tradicional,919,1485,NY
2023-04-22,,pré-pago,,,Publicidade Tradicional,510,4727,WA
2023-02-20,,pré-pago,,,Publicidade Tradicional,696,2126,TX
2022-11-19,2023-11-01,pós-pago,Qualidade do Serviço,347.0,Busca Online,931,3373,IL
2023-06-13,,pós-pago,,,Publicidade Tradicional,669,934,WA
2023-08-29,,pós-pago,,,Publicidade Tradicional,309,2053,TX
2022-09-25,,pré-pago,,,Busca Online,407,2915,CA
2023-01-10,,pós-pago,,,Busca Online,700,3833,FL
2023-02-19,,pré-pago,,,Publicidade Tradicional,517,4007,CA
2022-11-21,2023-07-19,pós-pago,Mudança para concorrente,240.0,Redes Sociais,311,145,NY
2023-05-14,2023-08-02,pós-pago,Atendimento ao Cliente,80.0,Referência,705,498,IL
2022-09-21,,pós-pago,,,Busca Online,639,3181,IL
2022-10-25,,pré-pago,,,Referência,45,1599,FL
2022-10-18,,pré-pago,,,Busca Online,264,2485,NY
2022-09-28,2022-09-30,pré-pago,Qualidade do Serviço,2.0,Busca Online,600,2541,IL
2023-07-20,,pós-pago,,,Redes Sociais,721,1022,TX
2023-01-17,,pré-pago,,,Redes Sociais,135,1955,IL
2023-06-08,,pós-pago,,,Publicidade Tradicional,623,1065,NY
2022-12-04,,pós-pago,,,Publicidade Tradicional,449,3484,WA
2023-03-23,,pós-pago,,,Redes Sociais,144,521,IL
2023-02-16,,pós-pago,,,Referência,693,4972,FL
2023-08-12,,pós-pago,,,Publicidade Tradicional,959,1933,TX
2023-06-21,,pré-pago,,,Referência,423,330,IL
2022-09-09,,pós-pago,,,Busca Online,542,4078,FL
2022-10-07,,pós-pago,,,Publicidade Tradicional,175,3987,WA
2023-03-01,2024-01-10,pós-pago,Preço,315.0,Referência,136,350,NY
2022-10-17,,pré-pago,,,Referência,766,3691,CA
2023-01-12,,pré-pago,,,Referência,385,3727,CA
2023-05-16,,pré-pago,,,Busca Online,411,3043,TX
2023-06-12,,pré-pago,,,Redes Sociais,987,2550,WA
2023-04-20,,pós-pago,,,Referência,779,3697,WA
2023-03-31,2024-02-07,pré-pago,Atendimento ao Cliente,313.0,Redes Sociais,118,819,CA
2022-10-01,,pós-pago,,,Redes Sociais,594,3375,CA
2023-03-25,,pós-pago,,,Referência,999,3835,IL
2023-07-28,,pré-pago,,,Redes Sociais,516,4691,NY
2023-02-20,2023-06-06,pré-pago,Mudança para concorrente,106.0,Publicidade Tradicional,340,4370,NY
2023-06-04,,pré-pago,,,Referência,698,4059,FL
2023-08-18,2023-12-25,pré-pago,Preço,129.0,Publicidade Tradicional,455,3623,TX
2023-02-19,,pré-pago,,,Referência,740,1492,NY
2023-08-06,2023-09-02,pré-pago,Mudança para concorrente,27.0,Referência,271,589,FL
2023-04-02,,pós-pago,,,Redes Sociais,956,3803,CA
2023-08-30,,pós-pago,,,Busca Online,856,4869,IL
2023-08-11,,pré-pago,,,Publicidade Tradicional,119,2326,WA
2022-10-04,,pré-pago,,,Referência,1000,2045,TX
2023-05-23,,pré-pago,,,Referência,837,434,WA
2023-04-02,,pós-pago,,,Referência,708,3876,WA
2022-10-27,,pré-pago,,,Publicidade Tradicional,762,4163,CA
2023-03-12,,pré-pago,,,Publicidade Tradicional,254,2139,CA
2023-01-19,,pré-pago,,,Referência,148,4819,TX
2022-12-01,,pós-pago,,,Publicidade Tradicional,85,3172,FL
2023-04-29,,pós-pago,,,Busca Online,592,2904,TX
2023-05-21,,pré-pago,,,Redes Sociais,528,1225,IL
2023-02-22,,pré-pago,,,Redes Sociais,586,4447,NY
2023-08-15,,pré-pago,,,Referência,440,2263,IL
2022-10-27,,pós-pago,,,Redes Sociais,706,3612,CA
2023-06-18,,pós-pago,,,Referência,631,325,TX
2022-09-13,,pós-pago,,,Publicidade Tradicional,368,832,FL
2023-04-08,,pós-pago,,,Referência,745,1023,WA
2022-10-08,,pré-pago,,,Redes Sociais,165,1476,CA
2023-02-22,,pré-pago,,,Busca Online,895,3475,IL
2022-11-23,,pós-pago,,,Busca Online,162,405,WA
2023-07-17,,pré-pago,,,Busca Online,980,2390,FL
2022-11-26,2023-07-25,pós-pago,Atendimento ao Cliente,241.0,Busca Online,608,2537,CA
2022-11-08,,pré-pago,,,Busca Online,216,1715,WA
2023-03-01,,pós-pago,,,Referência,847,2545,FL
2023-08-31,2024-01-24,pré-pago,,146.0,Publicidade Tradicional,517,1430,WA
2022-09-26,,pré-pago,,,Busca Online,770,1644,TX
2023-07-15,,pós-pago,,,Busca Online,183,1483,NY
2023-07-07,,pós-pago,,,Busca Online,552,3474,TX
2023-02-28,,pré-pago,,,Referência,353,3198,CA
2023-04-22,,pós-pago,,,Busca Online,20,405,TX
2023-01-29,,pós-pago,,,Publicidade Tradicional,948,3162,NY
2022-09-07,,pós-pago,,,Redes Sociais,58,2817,WA
2023-04-24,2023-10-12,pós-pago,Preço,171.0,Referência,33,3411,FL
2022-11-01,,pós-pago,,,Publicidade Tradicional,753,1054,NY
2022-11-25,,pós-pago,,,Redes Sociais,318,3072,NY
2023-05-10,,pós-pago,,,Referência,945,2189,TX
2023-04-19,2024-04-04,pré-pago,Mudança para concorrente,351.0,Redes Sociais,755,4531,FL
2023-02-05,,pós-pago,,,Publicidade Tradicional,585,2824,NY
2023-02-25,,pós-pago,,,Redes Sociais,24,4656,CA
2022-11-23,,pré-pago,,,Referência,169,563,NY
2022-11-17,,pré-pago,,,Publicidade Tradicional,999,1613,FL
2023-01-08,,pré-pago,,,Referência,963,3451,WA
2023-03-28,,pré-pago,,,Busca Online,472,1596,IL
2023-05-12,,pré-pago,,,Busca Online,329,174,IL
2023-08-08,,pós-pago,,,Redes Sociais,896,1136,WA
2023-01-19,,pré-pago,,,Referência,715,4299,FL
2023-02-25,,pré-pago,,,Publicidade Tradicional,228,1775,IL
2023-02-21,,pós-pago,,,Redes Sociais,620,1971,NY
2023-01-23,,pós-pago,,,Busca Online,942,450,WA
2023-04-14,,pós-pago,,,Referência,780,583,FL
2023-02-20,,pós-pago,,,Referência,20,1624,NY
2023-07-30,,pré-pago,,,Busca Online,56,1611,CA
2023-03-02,,pré-pago,,,Publicidade Tradicional,216,3200,WA
2023-01-15,2023-07-19,pré-pago,,185.0,Busca Online,599,136,IL
2023-06-30,,pós-pago,,,Redes Sociais,196,207,FL
2022-09-16,,pré-pago,,,Busca Online,284,3301,FL
2022-11-27,,pré-pago,,,Publicidade Tradicional,232,4454,IL
2023-02-10,2024-01-05,pré-pago,,329.0,Publicidade Tradicional,406,3677,CA
2023-01-28,,pós-pago,,,Referência,999,2154,CA
2023-07-16,,pré-pago,,,Redes Sociais,623,3883,WA
2023-01-06,,pré-pago,,,Busca Online,171,1526,CA
2023-02-10,,pós-pago,,,Referência,490,1511,WA
2022-09-06,,pré-pago,,,Publicidade Tradicional,930,4652,FL
2022-11-28,,pré-pago,,,Busca Online,933,2897,NY
2022-09-28,,pré-pago,,,Publicidade Tradicional,720,4854,CA
2022-09-12,,pós-pago,,,Busca Online,776,4523,IL
2023-07-05,,pré-pago,,,Publicidade Tradicional,95,1666,WA
2023-07-20,,pós-pago,,,Busca Online,567,4652,CA
2023-01-04,,pré-pago,,,Publicidade Tradicional,167,2000,CA
2022-09-15,2023-02-10,pré-pago,Atendimento ao Cliente,148.0,Busca Online,62,2597,WA
2022-09-17,,pós-pago,,,Referência,222,2684,IL
2022-12-20,,pós-pago,,,Referência,33,2302,WA
2023-05-03,,pós-pago,,,Referência,132,2538,TX
2023-01-25,,pós-pago,,,Referência,554,178,NY
2023-02-23,,pós-pago,,,Referência,966,1505,CA
2022-10-18,,pré-pago,,,Redes Sociais,428,3575,CA
2023-03-10,2023-11-22,pós-pago,Mudança para concorrente,257.0,Redes Sociais,978,3717,NY
2023-02-02,,pré-pago,,,Referência,303,4481,TX
2022-12-09,,pós-pago,,,Publicidade Tradicional,658,818,CA
2023-03-09,,pós-pago,,,Publicidade Tradicional,369,4716,NY
2022-10-27,,pré-pago,,,Referência,42,3800,FL
2022-12-06,,pré-pago,,,Busca Online,646,2353,FL
2022-11-01,2023-03-23,pré-pago,Qualidade do Serviço,142.0,Referência,517,4832,WA
2023-03-24,,pós-pago,,,Publicidade Tradicional,431,1337,IL
2023-08-14,,pré-pago,,,Redes Sociais,582,660,IL
2022-11-09,,pós-pago,,,Busca Online,882,1605,FL
2023-04-26,,pós-pago,,,Busca Online,493,1924,FL
2023-08-24,,pós-pago,,,Referência,27,2388,TX
2023-03-20,2023-09-10,pré-pago,Qualidade do Serviço,174.0,Busca Online,374,4175,NY
2023-03-26,,pré-pago,,,Publicidade Tradicional,859,2173,NY
2023-01-03,2023-09-26,pós-pago,Preço,266.0,Redes Sociais,998,3996,IL
2023-04-13,,pós-pago,,,Publicidade Tradicional,522,1876,IL
2022-10-29,,pós-pago,,,Publicidade Tradicional,536,3635,WA
2023-03-15,,pré-pago,,,Referência,118,4273,CA
2022-12-09,2023-01-07,pós-pago,Preço,29.0,Referência,696,4114,NY
2023-02-14,,pós-pago,,,Redes Sociais,186,1021,CA
2023-03-06,,pré-pago,,,Busca Online,352,4710,CA
2023-08-06,,pós-pago,,,Publicidade Tradicional,687,4092,FL
2023-08-21,2024-06-02,pré-pago,Atendimento ao Cliente,286.0,Publicidade Tradicional,516,181,WA
2023-06-01,,pré-pago,,,Referência,621,428,IL
2022-12-21,,pré-pago,,,Publicidade Tradicional,917,3124,IL
2023-01-25,,pré-pago,,,Publicidade Tradicional,124,4521,TX
2022-09-19,,pré-pago,,,Publicidade Tradicional,924,585,TX
2023-04-28,,pós-pago,,,Referência,71,863,NY
2023-06-09,,pré-pago,,,Busca Online,665,1628,TX
2023-01-17,,pós-pago,,,Referência,956,2271,FL
2023-01-17,,pré-pago,,,Redes Sociais,379,1104,WA
2023-07-28,,pós-pago,,,Redes Sociais,862,4127,FL
2023-01-07,2023-07-10,pós-pago,Mudança para concorrente,184.0,Referência,952,2076,FL
2023-08-31,2024-05-28,pré-pago,Mudança para concorrente,271.0,Busca Online,165,1721,CA
2023-08-08,,pré-pago,,,Redes Sociais,338,4494,TX
2023-05-11,,pós-pago,,,Redes Sociais,226,4231,WA
2022-09-18,,pré-pago,,,Redes Sociais,669,3103,IL
2023-05-01,,pré-pago,,,Publicidade Tradicional,841,4853,IL
2023-05-02,,pós-pago,,,Busca Online,860,1910,IL
2023-07-11,,pós-pago,,,Publicidade Tradicional,907,4390,TX
2023-04-30,2023-07-01,pré-pago,Qualidade do Serviço,62.0,Redes Sociais,829,2034,FL
2022-10-29,,pré-pago,,,Redes Sociais,407,3121,NY
2023-06-27,,pré-pago,,,Referência,655,2850,TX
2022-10-21,,pré-pago,,,Busca Online,147,4817,CA
2023-08-18,,pré-pago,,,Busca Online,804,1274,NY
2023-04-03,2024-02-23,pós-pago,Mudança para concorrente,326.0,Publicidade Tradicional,697,4089,WA
2022-11-11,,pós-pago,,,Busca Online,391,665,NY
2022-12-04,,pré-pago,,,Redes Sociais,749,2809,WA
2023-07-28,,pré-pago,,,Busca Online,652,3720,FL
2023-04-14,,pós-pago,,,Publicidade Tradicional,366,1783,FL
2022-09-03,,pós-pago,,,Publicidade Tradicional,262,2411,TX
2022-09-14,2023-08-03,pós-pago,Atendimento ao Cliente,323.0,Referência,606,3862,WA
2023-06-30,,pós-pago,,,Referência,296,769,FL
2023-04-15,2023-06-19,pós-pago,Atendimento ao Cliente,65.0,Busca Online,732,621,NY
2022-11-21,2023-11-16,pós-pago,,360.0,Busca Online,835,4903,IL
2023-05-01,,pré-pago,,,Publicidade Tradicional,882,1966,CA
2023-03-04,,pré-pago,,,Redes Sociais,556,586,CA
2022-10-16,2023-09-11,pré-pago,Mudança para concorrente,330.0,Publicidade Tradicional,517,830,TX
2023-03-13,,pós-pago,,,Referência,884,3235,IL
2022-11-26,,pré-pago,,,Publicidade Tradicional,852,1125,NY
2023-03-09,,pré-pago,,,Redes Sociais,914,526,TX
2023-08-07,,pós-pago,,,Busca Online,701,2435,FL
2022-12-20,2023-04-28,pré-pago,,129.0,Publicidade Tradicional,610,3407,TX
2023-07-25,2024-03-14,pré-pago,Mudança para concorrente,233.0,Busca Online,552,1290,FL
2023-01-08,,pós-pago,,,Referência,572,3819,CA
2022-09-19,2023-04-19,pré-pago,Preço,212.0,Redes Sociais,922,2530,FL
2022-09-03,,pré-pago,,,Publicidade Tradicional,640,2238,NY
2023-05-07,,pós-pago,,,Referência,972,541,TX
2023-06-30,,pós-pago,,,Redes Sociais,796,2315,IL
2023-07-29,,pós-pago,,,Publicidade Tradicional,303,4579,NY
2023-08-13,,pós-pago,,,Publicidade Tradicional,450,2311,FL
2022-11-30,2023-02-20,pós-pago,,82.0,Redes Sociais,479,4964,TX
2022-09-12,,pós-pago,,,Referência,868,4267,WA
2023-07-13,,pós-pago,,,Publicidade Tradicional,997,3398,IL
2023-01-02,,pós-pago,,,Referência,305,3706,NY
2022-12-14,,pós-pago,,,Busca Online,291,1926,CA
2023-06-16,,pós-pago,,,Publicidade Tradicional,853,4440,WA
2023-05-23,,pré-pago,,,Publicidade Tradicional,522,1020,IL
2023-06-02,2024-02-27,pré-pago,Atendimento ao Cliente,270.0,Publicidade Tradicional,290,4470,IL
2022-09-05,,pós-pago,,,Publicidade Tradicional,579,1892,WA
2023-06-16,,pré-pago,,,Redes Sociais,447,3711,TX
2022-11-17,2023-02-15,pós-pago,Atendimento ao Cliente,90.0,Publicidade Tradicional,358,720,NY
2023-07-24,,pós-pago,,,Referência,62,4463,IL
2023-03-31,,pré-pago,,,Busca Online,38,3860,WA
2023-01-08,,pós-pago,,,Busca Online,112,401,IL
2023-02-03,,pré-pago,,,Publicidade Tradicional,152,1765,IL
2023-07-05,2024-05-22,pré-pago,Qualidade do Serviço,322.0,Redes Sociais,346,2620,CA
2023-02-19,,pré-pago,,,Redes Sociais,290,2595,NY
2023-04-11,,pós-pago,,,Redes Sociais,394,1298,FL
2023-03-25,,pós-pago,,,Redes Sociais,939,574,TX
2023-08-27,,pós-pago,,,Redes Sociais,574,3237,IL
2023-08-25,2024-03-24,pós-pago,,212.0,Publicidade Tradicional,583,4633,TX
2023-05-11,,pré-pago,,,Redes Sociais,261,4866,NY
2022-11-23,,pós-pago,,,Referência,52,2914,NY
2023-06-17,,pré-pago,,,Referência,198,4004,NY
2023-04-26,,pós-pago,,,Busca Online,840,3495,CA
2023-08-10,,pós-pago,,,Busca Online,352,1070,TX
2023-01-07,,pós-pago,,,Publicidade Tradicional,98,1973,NY
2023-01-16,,pré-pago,,,Referência,241,1485,FL
2022-11-12,,pré-pago,,,Busca Online,598,109,CA
2023-04-03,,pós-pago,,,Busca Online,849,4509,TX
2022-10-29,,pré-pago,,,Busca Online,869,1070,NY
2023-02-04,,pós-pago,,,Busca Online,477,3693,WA
2023-02-11,,pré-pago,,,Redes Sociais,126,4292,WA
2023-08-26,,pós-pago,,,Busca Online,35,4527,TX
2023-07-16,,pós-pago,,,Busca Online,922,2211,CA
2022-11-01,,pós-pago,,,Busca Online,489,2743,IL
2023-03-01,,pós-pago,,,Publicidade Tradicional,156,3884,FL
2022-09-02,,pré-pago,,,Referência,974,4334,CA
2023-08-29,,pós-pago,,,Publicidade Tradicional,364,4286,TX
2023-02-18,,pós-pago,,,Referência,524,776,FL
2023-02-17,,pré-pago,,,Referência,20,3446,WA
2023-05-27,,pós-pago,,,Redes Sociais,57,3934,WA
2023-06-10,2024-06-05,pré-pago,Qualidade do Serviço,361.0,Busca Online,51,2159,WA
2023-03-16,,pré-pago,,,Referência,324,1340,FL
2022-10-27,,pré-pago,,,Referência,374,2260,IL
2023-05-10,,pós-pago,,,Busca Online,462,490,IL
2023-06-21,,pré-pago,,,Referência,175,3215,TX
2023-03-12,2023-06-26,pré-pago,Preço,106.0,Busca Online,58,2920,WA
2023-06-05,,pré-pago,,,Busca Online,44,4392,FL
2022-09-25,2023-06-19,pré-pago,Atendimento ao Cliente,267.0,Referência,902,629,FL
2023-03-08,2023-03-14,pós-pago,Qualidade do Serviço,6.0,Referência,326,3768,TX
2023-05-28,,pós-pago,,,Publicidade Tradicional,118,4933,CA
2022-11-04,,pós-pago,,,Publicidade Tradicional,185,3716,IL
2023-06-15,,pré-pago,,,Redes Sociais,992,4420,WA
2023-07-29,,pós-pago,,,Busca Online,384,3494,CA
2022-11-22,2023-10-21,pós-pago,Preço,333.0,Redes Sociais,413,945,NY
2022-09-19,,pós-pago,,,Referência,250,510,WA
2023-04-25,,pré-pago,,,Redes Sociais,898,1151,FL
2022-12-17,2023-11-10,pré-pago,Qualidade do Serviço,328.0,Referência,506,1712,WA
2023-04-06,,pré-pago,,,Redes Sociais,640,2096,WA
2023-04-01,,pré-pago,,,Referência,310,4380,FL
2023-08-23,,pré-pago,,,Publicidade Tradicional,412,1729,IL
2023-05-21,,pós-pago,,,Busca Online,483,717,NY
2023-07-14,,pós-pago,,,Redes Sociais,765,2099,FL
2023-08-20,,pós-pago,,,Busca Online,938,4392,TX
2023-03-06,2024-01-12,pós-pago,Preço,312.0,Redes Sociais,323,3669,CA
2023-02-26,,pré-pago,,,Busca Online,665,4843,FL
2023-04-20,,pós-pago,,,Busca Online,616,2710,IL
2023-04-19,,pós-pago,,,Referência,153,1658,WA
2022-10-23,,pós-pago,,,Referência,254,2324,IL
2023-01-13,,pós-pago,,,Publicidade Tradicional,843,3789,WA
2023-04-25,,pré-pago,,,Busca Online,814,2139,TX
2022-10-24,2023-08-11,pós-pago,Qualidade do Serviço,291.0,Redes Sociais,973,1399,FL
2023-08-25,,pós-pago,,,Referência,137,4531,CA
2023-02-22,,pré-pago,,,Referência,644,4460,FL
2023-08-29,,pré-pago,,,Redes Sociais,610,1148,NY
2023-07-08,,pré-pago,,,Publicidade Tradicional,584,134,CA
2023-07-04,,pré-pago,,,Referência,872,164,IL
2022-09-26,,pré-pago,,,Busca Online,220,3687,IL
2022-12-16,,pós-pago,,,Referência,801,1990,TX
2023-03-06,,pré-pago,,,Redes Sociais,140,2676,CA
2023-03-12,,pós-pago,,,Busca Online,995,4711,CA
2022-09-12,,pré-pago,,,Referência,867,2250,FL
2022-09-07,2022-10-02,pós-pago,,25.0,Referência,10,4266,WA
2022-12-17,,pós-pago,,,Redes Sociais,38,4847,TX
2023-05-17,2024-02-06,pré-pago,Qualidade do Serviço,265.0,Referência,239,3836,WA
2023-05-07,,pós-pago,,,Referência,986,2244,FL
2023-06-30,,pré-pago,,,Publicidade Tradicional,162,3359,FL
2023-03-16,,pré-pago,,,Referência,654,1691,FL
2023-08-10,,pós-pago,,,Busca Online,805,3785,IL
2022-11-18,,pré-pago,,,Redes Sociais,61,1536,NY
2023-04-03,,pré-pago,,,Redes Sociais,861,1945,WA
2022-09-11,2023-02-10,pré-pago,Preço,152.0,Busca Online,514,261,TX
2022-09-12,,pós-pago,,,Redes Sociais,598,3843,IL
2023-06-12,2024-04-08,pós-pago,Preço,301.0,Publicidade Tradicional,668,3536,NY
2022-10-11,,pré-pago,,,Publicidade Tradicional,979,3310,TX
2022-12-14,,pós-pago,,,Publicidade Tradicional,175,4762,TX
2023-02-27,2023-10-08,pós-pago,,223.0,Busca Online,425,1342,IL
2023-06-26,,pós-pago,,,Referência,830,3357,WA
2023-01-02,,pré-pago,,,Referência,533,1148,NY
2023-06-30,2024-04-27,pré-pago,Qualidade do Serviço,302.0,Referência,333,976,NY
2023-06-13,,pré-pago,,,Referência,754,1855,WA
2023-02-12,,pós-pago,,,Referência,474,3078,CA
2023-08-04,,pós-pago,,,Busca Online,262,4612,WA
2023-07-08,,pré-pago,,,Publicidade Tradicional,309,4433,WA
2023-08-12,,pré-pago,,,Publicidade Tradicional,446,3595,FL
2023-01-17,2023-07-27,pós-pago,,191.0,Busca Online,917,383,TX
2023-06-01,,pós-pago,,,Referência,747,4739,IL
2022-11-23,2023-03-05,pré-pago,Qualidade do Serviço,102.0,Busca Online,209,2260,CA
2022-10-28,2023-01-16,pós-pago,,80.0,Referência,456,4195,WA
2023-03-01,,pré-pago,,,Busca Online,166,1019,FL
2023-02-23,,pré-pago,,,Referência,587,4695,WA
2023-06-12,,pós-pago,,,Referência,985,3347,CA
2022-10-20,,pós-pago,,,Redes Sociais,884,823,CA
2023-02-03,2023-12-17,pré-pago,Preço,317.0,Referência,302,2874,IL
2023-02-21,,pós-pago,,,Referência,573,1893,IL
2023-04-26,2024-01-21,pré-pago,Preço,270.0,Referência,604,2956,WA
2023-06-30,,pré-pago,,,Referência,755,4992,NY
2022-09-02,,pós-pago,,,Busca Online,491,1355,NY
2023-02-24,2023-09-15,pós-pago,Atendimento ao Cliente,203.0,Redes Sociais,533,1970,WA
2023-07-31,,pós-pago,,,Busca Online,524,4022,WA
2023-07-31,,pós-pago,,,Redes Sociais,489,3329,CA
2023-08-24,,pós-pago,,,Referência,351,2557,NY
2022-10-28,,pós-pago,,,Publicidade Tradicional,778,4945,CA
2023-08-31,2024-04-14,pré-pago,Atendimento ao Cliente,227.0,Publicidade Tradicional,645,4854,WA
2023-01-25,2023-04-10,pós-pago,Preço,75.0,Busca Online,629,4182,IL
2022-12-12,,pré-pago,,,Publicidade Tradicional,273,1737,CA
2023-02-18,,pós-pago,,,Redes Sociais,957,213,CA
2023-01-21,,pós-pago,,,Busca Online,960,4037,IL
2022-11-16,,pré-pago,,,Referência,342,326,TX
2023-08-27,2023-12-01,pós-pago,Preço,96.0,Publicidade Tradicional,298,3607,FL
2023-06-14,,pré-pago,,,Publicidade Tradicional,548,1812,CA
2023-02-04,,pós-pago,,,Busca Online,354,2458,NY
2023-06-14,,pós-pago,,,Publicidade Tradicional,963,1465,NY
2023-04-11,,pré-pago,,,Busca Online,557,1466,IL
2023-08-02,,pós-pago,,,Redes Sociais,488,1397,IL
2023-04-13,,pós-pago,,,Busca Online,508,957,FL
2023-01-11,,pré-pago,,,Referência,696,420,NY
2022-10-14,2023-06-16,pré-pago,Qualidade do Serviço,245.0,Busca Online,544,2253,CA
2023-03-07,2023-07-25,pré-pago,Preço,140.0,Publicidade Tradicional,474,2884,CA
2022-10-03,2023-06-10,pré-pago,,250.0,Publicidade Tradicional,809,4672,TX
2023-07-25,,pré-pago,,,Redes Sociais,859,3179,NY
2023-02-05,2023-02-19,pós-pago,Preço,14.0,Referência,883,2891,TX
2022-12-20,,pré-pago,,,Publicidade Tradicional,560,249,TX
2023-02-15,2023-07-26,pós-pago,Preço,161.0,Redes Sociais,380,817,TX
2023-07-21,,pré-pago,,,Redes Sociais,157,4687,CA
2022-12-06,,pós-pago,,,Busca Online,224,220,WA
2022-11-07,2023-03-28,pré-pago,Qualidade do Serviço,141.0,Referência,362,1974,TX
2022-09-22,,pré-pago,,,Referência,824,3767,IL
2023-06-21,2024-05-23,pré-pago,Atendimento ao Cliente,337.0,Publicidade Tradicional,107,3641,FL
2023-03-10,,pré-pago,,,Redes Sociais,855,4969,FL
2023-03-10,,pós-pago,,,Redes Sociais,190,1654,FL
2022-10-16,2022-12-26,pós-pago,Preço,71.0,Publicidade Tradicional,45,1138,CA
2023-07-11,,pré-pago,,,Publicidade Tradicional,591,3129,WA
2022-11-22,,pré-pago,,,Referência,756,1970,TX
2023-02-22,,pré-pago,,,Redes Sociais,373,3386,TX
2023-01-12,2024-01-04,pós-pago,Mudança para concorrente,357.0,Referência,62,2521,CA
2023-01-06,,pós-pago,,,Publicidade Tradicional,404,921,NY
2023-05-20,,pré-pago,,,Publicidade Tradicional,371,213,FL
2023-06-13,,pré-pago,,,Referência,670,3422,NY
2023-08-08,2024-02-19,pré-pago,Atendimento ao Cliente,195.0,Redes Sociais,992,3170,WA
