ID_Venda,Data,ID_Loja,Localizacao,Canal,Categoria_Produto,Produto,Quantidade,Preco_Unitario,Desconto,ID_Cliente,Idade_Cliente,Genero_Cliente,Feedback
22194,2022-05-25 15:54:34,094,Belo Horizonte,Loja Física,Tênis,Ultraboost,1,442,17,23193,56,Masculino,Ótimo
22195,2022-04-05 18:50:11,095,Rio de Janeiro,Loja Física,Tênis,Ultraboost,1,499,41,23194,69,Feminino,Ótimo
22196,2022-06-01 00:21:38,096,São Paulo,Online,Calças,Calça Casual,4,549,34,23195,59,Feminino,Ótimo
22197,2022-11-27 02:27:58,097,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,2,51,9,23196,36,Feminino,Bom
22198,2022-06-02 08:47:08,098,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,3,318,43,23197,46,Masculino,Bom
22199,2022-02-12 01:53:45,099,Rio de Janeiro,Online,Tênis,Ultraboost,2,374,4,23198,28,Outro,Ótimo
22200,2022-06-14 00:23:34,100,Belo Horizonte,Online,Camisetas,Camiseta Clássica,1,404,42,23199,66,Masculino,Bom
22201,2022-01-27 06:47:13,001,Belo Horizonte,Loja Física,Tênis,NMD,4,178,6,23200,53,Feminino,Regular
22202,2022-05-01 19:59:10,002,Porto Alegre,Online,Calças,Calça Casual,3,346,26,23201,38,Masculino,Ótimo
22203,2022-09-14 22:30:42,003,São Paulo,Loja Física,Calças,Calça Treino,4,198,26,23202,18,Feminino,Bom
22204,2022-05-03 19:06:48,004,Belo Horizonte,Online,Tênis,NMD,2,467,39,23203,39,Feminino,Ótimo
22205,2022-08-16 23:07:08,005,Rio de Janeiro,Loja Física,Tênis,NMD,4,196,40,23204,62,Outro,Regular
22206,2022-06-14 08:35:09,006,Porto Alegre,Loja Física,Tênis,Ultraboost,3,196,34,23205,53,Outro,Ótimo
22207,2022-08-09 10:53:16,007,São Paulo,Online,Calças,Calça Treino,2,62,46,23206,35,Feminino,Ruim
22208,2022-06-08 18:23:14,008,Belo Horizonte,Online,Tênis,NMD,4,150,0,23207,36,Masculino,Bom
22209,2022-10-26 15:25:30,009,São Paulo,Online,Camisetas,Camiseta Clássica,4,241,49,23208,17,Masculino,Bom
22210,2022-11-17 03:14:09,010,Porto Alegre,Online,Camisetas,Camiseta Estampada,2,158,31,23209,22,Masculino,Bom
22211,2022-12-01 17:13:56,011,Porto Alegre,Online,Calças,Calça Casual,4,238,47,23210,37,Feminino,Ruim
22212,2022-06-09 07:46:07,012,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,2,152,33,23211,24,Outro,Ruim
22213,2022-07-05 02:02:40,013,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,4,270,39,23212,15,Masculino,Ótimo
22214,2022-06-08 17:38:11,014,São Paulo,Loja Física,Calças,Calça Treino,3,539,27,23213,52,Feminino,Ótimo
22215,2022-12-11 17:10:41,015,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,2,452,11,23214,47,Feminino,Ruim
22216,2022-07-02 18:37:19,016,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,4,367,40,23215,44,Feminino,Regular
22217,2022-03-25 10:09:21,017,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,425,46,23216,43,Outro,Ruim
22218,2022-02-16 20:33:27,018,São Paulo,Loja Física,Calças,Calça Casual,2,475,45,23217,56,Feminino,Ruim
22219,2022-09-10 12:09:19,019,Porto Alegre,Loja Física,Calças,Calça Treino,2,210,39,23218,67,Masculino,Regular
22220,2022-05-20 23:19:24,020,Rio de Janeiro,Online,Calças,Calça Treino,3,504,18,23219,46,Masculino,Bom
22221,2022-06-25 06:48:14,021,Belo Horizonte,Loja Física,Calças,Calça Casual,1,173,19,23220,53,Masculino,Ótimo
22222,2022-11-15 15:21:25,022,Belo Horizonte,Online,Camisetas,Camiseta Estampada,2,283,24,23221,24,Feminino,Ótimo
22223,2022-05-09 17:17:20,023,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,4,175,28,23222,56,Outro,Ótimo
22224,2022-06-23 22:02:20,024,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,525,10,23223,18,Masculino,Bom
22225,2022-07-10 05:55:04,025,São Paulo,Loja Física,Calças,Calça Treino,4,234,46,23224,34,Feminino,Ruim
22226,2022-12-06 08:33:26,026,São Paulo,Online,Camisetas,Camiseta Clássica,4,59,4,23225,54,Masculino,Regular
22227,2022-04-03 07:02:44,027,São Paulo,Online,Tênis,Ultraboost,3,190,13,23226,49,Feminino,Regular
22228,2022-04-15 14:33:44,028,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,4,94,46,23227,32,Outro,Regular
22229,2022-01-26 09:41:50,029,Belo Horizonte,Online,Tênis,Superstar,1,99,0,23228,63,Outro,Bom
22230,2022-07-03 10:21:55,030,Belo Horizonte,Online,Tênis,NMD,2,276,36,23229,66,Outro,Bom
22231,2022-02-25 17:24:59,031,São Paulo,Online,Calças,Calça Casual,3,222,8,23230,19,Masculino,Ótimo
22232,2022-10-06 17:51:07,032,Porto Alegre,Loja Física,Tênis,Ultraboost,2,514,40,23231,67,Feminino,Ruim
22233,2022-12-07 02:07:48,033,Porto Alegre,Online,Tênis,Ultraboost,3,237,9,23232,35,Masculino,Regular
22234,2022-08-15 00:15:08,034,São Paulo,Online,Calças,Calça Treino,1,478,25,23233,32,Masculino,Bom
22235,2022-11-10 01:05:32,035,São Paulo,Online,Camisetas,Camiseta Clássica,2,450,14,23234,37,Masculino,Bom
22236,2022-01-07 08:39:54,036,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,123,24,23235,47,Feminino,Ruim
22237,2022-03-22 21:34:34,037,São Paulo,Loja Física,Camisetas,Camiseta Clássica,2,579,14,23236,42,Feminino,Bom
22238,2022-07-21 20:06:23,038,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,331,39,23237,18,Masculino,Ótimo
22239,2022-11-22 01:08:38,039,Porto Alegre,Online,Tênis,Ultraboost,2,334,44,23238,30,Masculino,Regular
22240,2022-02-17 02:35:11,040,Belo Horizonte,Online,Calças,Calça Treino,1,188,6,23239,26,Masculino,Regular
22241,2022-01-10 08:10:07,041,Rio de Janeiro,Online,Calças,Calça Treino,4,394,45,23240,59,Masculino,Ruim
22242,2022-07-05 23:14:42,042,São Paulo,Online,Camisetas,Camiseta Clássica,4,286,12,23241,60,Masculino,Ótimo
22243,2022-09-17 12:28:05,043,São Paulo,Loja Física,Calças,Calça Casual,4,302,49,23242,45,Masculino,Regular
22244,2022-09-02 17:49:53,044,São Paulo,Loja Física,Tênis,Ultraboost,3,523,30,23243,28,Outro,Regular
22245,2022-05-17 10:45:14,045,Rio de Janeiro,Online,Calças,Calça Casual,4,498,35,23244,64,Masculino,Ruim
22246,2022-11-03 08:20:35,046,São Paulo,Online,Tênis,NMD,1,203,0,23245,16,Masculino,Ruim
22247,2022-04-05 00:17:28,047,Belo Horizonte,Online,Calças,Calça Treino,2,449,36,23246,57,Masculino,Regular
22248,2022-07-06 05:25:56,048,Belo Horizonte,Loja Física,Tênis,NMD,4,213,0,23247,56,Masculino,Ruim
22249,2022-06-11 14:36:57,049,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,130,27,23248,66,Outro,Regular
22250,2022-12-05 21:27:40,050,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,241,46,23249,28,Masculino,Ótimo
22251,2022-04-17 06:24:42,051,Belo Horizonte,Online,Camisetas,Camiseta Clássica,2,263,29,23250,59,Outro,Ótimo
22252,2022-05-17 17:52:33,052,Rio de Janeiro,Online,Calças,Calça Treino,4,449,26,23251,57,Outro,Regular
22253,2022-07-02 11:06:20,053,Belo Horizonte,Online,Calças,Calça Treino,4,118,41,23252,64,Outro,Ruim
22254,2022-04-24 21:28:48,054,Porto Alegre,Loja Física,Tênis,Ultraboost,3,214,11,23253,30,Outro,Ótimo
22255,2022-08-29 06:48:16,055,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,275,48,23254,16,Outro,Ruim
22256,2022-12-11 10:16:47,056,Rio de Janeiro,Online,Calças,Calça Casual,2,286,35,23255,66,Feminino,Regular
22257,2022-01-03 04:47:32,057,Belo Horizonte,Loja Física,Tênis,Ultraboost,3,558,34,23256,39,Outro,Ótimo
22258,2022-07-01 23:23:45,058,Rio de Janeiro,Loja Física,Tênis,Superstar,4,70,49,23257,43,Feminino,Ruim
22259,2022-08-13 13:35:23,059,Rio de Janeiro,Loja Física,Calças,Calça Treino,4,174,46,23258,26,Feminino,Ruim
22260,2022-04-29 06:09:56,060,Belo Horizonte,Online,Calças,Calça Treino,2,262,40,23259,15,Feminino,Ótimo
22261,2022-07-12 13:49:33,061,Porto Alegre,Online,Tênis,NMD,1,274,30,23260,50,Masculino,Ruim
22262,2022-11-24 06:00:03,062,São Paulo,Online,Calças,Calça Casual,1,213,47,23261,60,Masculino,Ruim
22263,2022-11-13 20:33:09,063,Porto Alegre,Loja Física,Calças,Calça Treino,3,308,15,23262,19,Outro,Regular
22264,2022-08-06 12:57:31,064,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,87,33,23263,28,Feminino,Ótimo
22265,2022-10-11 12:53:42,065,Porto Alegre,Loja Física,Calças,Calça Casual,2,113,8,23264,25,Outro,Regular
22266,2022-06-08 22:36:42,066,Rio de Janeiro,Online,Calças,Calça Treino,3,505,22,23265,24,Masculino,Ótimo
22267,2022-02-19 03:42:59,067,Belo Horizonte,Online,Camisetas,Camiseta Estampada,2,143,9,23266,21,Feminino,Ótimo
22268,2022-04-28 07:38:46,068,Belo Horizonte,Online,Calças,Calça Treino,3,142,40,23267,38,Outro,Ruim
22269,2022-01-10 11:36:15,069,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,567,42,23268,46,Masculino,Ruim
22270,2022-02-20 00:06:37,070,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,2,205,25,23269,60,Feminino,Ótimo
22271,2022-07-18 17:46:26,071,Porto Alegre,Loja Física,Calças,Calça Casual,2,568,11,23270,59,Outro,Ótimo
22272,2022-09-15 01:55:07,072,Porto Alegre,Online,Calças,Calça Treino,4,375,30,23271,45,Outro,Ruim
22273,2022-01-27 21:19:36,073,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,283,30,23272,66,Masculino,Regular
22274,2022-02-15 13:26:30,074,Rio de Janeiro,Loja Física,Tênis,Superstar,4,207,6,23273,69,Masculino,Bom
22275,2022-03-27 16:32:34,075,Belo Horizonte,Online,Calças,Calça Treino,1,59,3,23274,62,Outro,Bom
22276,2022-06-27 20:16:16,076,Belo Horizonte,Loja Física,Calças,Calça Treino,3,87,36,23275,21,Outro,Ruim
22277,2022-12-13 10:21:04,077,Belo Horizonte,Loja Física,Calças,Calça Treino,4,160,18,23276,22,Masculino,Bom
22278,2022-11-17 16:53:16,078,Porto Alegre,Loja Física,Tênis,NMD,3,222,14,23277,38,Masculino,Regular
22279,2022-06-22 09:28:51,079,Belo Horizonte,Online,Camisetas,Camiseta Clássica,1,326,11,23278,43,Feminino,Regular
22280,2022-07-27 01:08:58,080,Rio de Janeiro,Loja Física,Calças,Calça Treino,1,222,23,23279,30,Masculino,Bom
22281,2022-10-23 08:54:32,081,São Paulo,Loja Física,Calças,Calça Casual,1,256,33,23280,53,Masculino,Regular
22282,2022-08-13 21:41:51,082,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,510,2,23281,33,Outro,Ruim
22283,2022-11-23 00:01:52,083,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,3,418,17,23282,52,Masculino,Ótimo
22284,2022-05-16 09:53:22,084,Porto Alegre,Loja Física,Calças,Calça Casual,1,184,1,23283,23,Feminino,Bom
22285,2022-10-14 14:41:10,085,São Paulo,Online,Camisetas,Camiseta Estampada,1,358,10,23284,25,Outro,Bom
22286,2022-06-23 22:08:04,086,São Paulo,Online,Tênis,NMD,4,99,31,23285,17,Feminino,Ruim
22287,2022-10-15 17:12:23,087,São Paulo,Online,Calças,Calça Casual,4,430,31,23286,44,Masculino,Regular
22288,2022-11-15 22:14:39,088,São Paulo,Loja Física,Tênis,Ultraboost,3,104,43,23287,44,Feminino,Ruim
22289,2022-12-22 17:58:18,089,Porto Alegre,Loja Física,Tênis,Ultraboost,3,475,39,23288,63,Masculino,Regular
22290,2022-10-27 04:30:33,090,Rio de Janeiro,Loja Física,Tênis,Superstar,3,108,2,23289,18,Outro,Regular
22291,2022-11-11 00:21:40,091,Rio de Janeiro,Loja Física,Calças,Calça Casual,1,518,46,23290,34,Feminino,Bom
22292,2022-09-04 05:30:40,092,Porto Alegre,Loja Física,Tênis,NMD,3,430,35,23291,68,Outro,Regular
22293,2022-09-11 14:36:09,093,Rio de Janeiro,Loja Física,Calças,Calça Treino,2,145,9,23292,22,Outro,Ótimo
22294,2022-08-01 14:34:31,094,Rio de Janeiro,Online,Tênis,Ultraboost,1,406,13,23293,68,Feminino,Ótimo
22295,2022-11-12 14:59:25,095,Rio de Janeiro,Loja Física,Tênis,Ultraboost,2,229,41,23294,57,Masculino,Ótimo
22296,2022-03-25 05:24:05,096,Rio de Janeiro,Loja Física,Calças,Calça Casual,3,189,25,23295,32,Feminino,Bom
22297,2022-08-21 01:16:16,097,Porto Alegre,Online,Calças,Calça Treino,2,171,48,23296,46,Feminino,Ruim
22298,2022-05-10 03:48:16,098,São Paulo,Online,Camisetas,Camiseta Estampada,4,262,10,23297,51,Feminino,Regular
22299,2022-08-22 01:51:31,099,Rio de Janeiro,Online,Calças,Calça Casual,1,575,4,23298,19,Outro,Bom
22300,2022-05-20 06:29:03,100,Rio de Janeiro,Loja Física,Tênis,Superstar,1,349,42,23299,36,Outro,Bom
22301,2022-05-07 17:47:03,001,Rio de Janeiro,Online,Calças,Calça Casual,4,481,36,23300,46,Masculino,Ótimo
22302,2022-01-23 00:23:59,002,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,107,46,23301,26,Masculino,Ótimo
22303,2022-03-05 09:03:53,003,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,2,103,10,23302,34,Masculino,Regular
22304,2022-07-04 19:47:38,004,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,211,3,23303,62,Outro,Regular
22305,2022-01-04 02:11:01,005,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,371,21,23304,17,Outro,Regular
22306,2022-02-20 15:43:00,006,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,2,164,45,23305,42,Outro,Bom
22307,2022-03-11 20:37:19,007,Porto Alegre,Online,Tênis,Ultraboost,2,149,7,23306,47,Masculino,Ruim
22308,2022-02-03 18:05:28,008,Rio de Janeiro,Loja Física,Calças,Calça Casual,1,142,37,23307,23,Masculino,Ótimo
22309,2022-02-05 05:56:58,009,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,4,294,42,23308,47,Masculino,Ótimo
22310,2022-04-22 23:32:06,010,Porto Alegre,Online,Calças,Calça Casual,2,104,44,23309,16,Masculino,Bom
22311,2022-03-18 03:49:43,011,Rio de Janeiro,Loja Física,Tênis,Ultraboost,1,367,18,23310,56,Masculino,Bom
22312,2022-03-25 03:31:59,012,Rio de Janeiro,Loja Física,Calças,Calça Casual,4,488,28,23311,36,Feminino,Ótimo
22313,2022-09-22 02:20:17,013,São Paulo,Loja Física,Calças,Calça Treino,2,420,1,23312,23,Feminino,Ruim
22314,2022-03-11 09:04:44,014,Rio de Janeiro,Online,Tênis,NMD,1,290,17,23313,22,Masculino,Ótimo
22315,2022-04-12 18:40:18,015,Rio de Janeiro,Online,Tênis,NMD,1,70,19,23314,44,Outro,Bom
22316,2022-12-30 04:52:13,016,São Paulo,Online,Tênis,NMD,3,540,37,23315,64,Feminino,Regular
22317,2022-01-20 10:25:47,017,Belo Horizonte,Loja Física,Calças,Calça Treino,4,343,42,23316,25,Feminino,Ótimo
22318,2022-09-09 11:45:39,018,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,2,217,17,23317,37,Feminino,Regular
22319,2022-11-02 20:20:42,019,Porto Alegre,Loja Física,Tênis,Ultraboost,2,425,10,23318,40,Feminino,Regular
22320,2022-05-15 20:10:18,020,Belo Horizonte,Loja Física,Calças,Calça Treino,3,197,37,23319,42,Outro,Ruim
22321,2022-02-28 14:04:38,021,Porto Alegre,Online,Camisetas,Camiseta Estampada,4,216,21,23320,56,Masculino,Regular
22322,2022-08-26 02:33:28,022,Belo Horizonte,Loja Física,Tênis,Superstar,2,350,24,23321,38,Feminino,Ótimo
22323,2022-10-15 20:37:05,023,Belo Horizonte,Online,Tênis,Superstar,2,475,32,23322,37,Masculino,Bom
22324,2022-07-13 08:05:57,024,São Paulo,Online,Camisetas,Camiseta Estampada,3,465,31,23323,33,Feminino,Regular
22325,2022-11-18 23:28:05,025,Rio de Janeiro,Loja Física,Calças,Calça Treino,3,71,7,23324,58,Feminino,Bom
22326,2022-05-12 20:09:09,026,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,290,20,23325,36,Masculino,Regular
22327,2022-07-14 19:55:32,027,São Paulo,Online,Camisetas,Camiseta Clássica,2,573,23,23326,20,Feminino,Bom
22328,2022-05-09 05:55:54,028,Belo Horizonte,Loja Física,Calças,Calça Treino,2,541,2,23327,25,Feminino,Regular
22329,2022-07-14 04:05:17,029,Belo Horizonte,Online,Tênis,NMD,1,54,26,23328,15,Outro,Bom
22330,2022-09-23 13:58:26,030,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,4,533,12,23329,29,Feminino,Bom
22331,2022-04-13 08:05:18,031,Belo Horizonte,Online,Camisetas,Camiseta Estampada,3,469,43,23330,33,Feminino,Bom
22332,2022-11-14 05:41:28,032,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,117,30,23331,64,Masculino,Ruim
22333,2022-09-19 07:44:33,033,Belo Horizonte,Online,Calças,Calça Treino,3,591,15,23332,43,Outro,Bom
22334,2022-03-04 21:14:57,034,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,3,250,5,23333,34,Masculino,Ruim
22335,2022-06-22 16:29:20,035,Belo Horizonte,Online,Calças,Calça Casual,2,308,10,23334,25,Feminino,Regular
22336,2022-02-23 20:42:27,036,Porto Alegre,Online,Calças,Calça Treino,2,562,41,23335,53,Masculino,Ruim
22337,2022-02-23 14:42:25,037,Belo Horizonte,Online,Tênis,Ultraboost,1,273,13,23336,39,Feminino,Bom
22338,2022-08-31 17:26:52,038,São Paulo,Online,Tênis,NMD,1,339,12,23337,20,Masculino,Bom
22339,2022-03-13 21:25:21,039,Porto Alegre,Online,Camisetas,Camiseta Clássica,4,75,23,23338,21,Masculino,Bom
22340,2022-01-14 20:50:29,040,Porto Alegre,Online,Calças,Calça Treino,3,146,27,23339,16,Feminino,Bom
22341,2022-05-22 02:02:00,041,Rio de Janeiro,Online,Tênis,Superstar,4,564,10,23340,44,Outro,Regular
22342,2022-10-25 14:04:38,042,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,273,14,23341,24,Feminino,Ótimo
22343,2022-10-24 11:44:29,043,Rio de Janeiro,Loja Física,Tênis,Ultraboost,3,286,29,23342,45,Masculino,Bom
22344,2022-12-04 07:45:25,044,Porto Alegre,Loja Física,Calças,Calça Casual,2,85,2,23343,68,Outro,Regular
22345,2022-08-12 16:57:13,045,Rio de Janeiro,Online,Calças,Calça Casual,4,167,20,23344,32,Feminino,Bom
22346,2022-01-01 08:29:48,046,Rio de Janeiro,Loja Física,Tênis,NMD,2,146,17,23345,61,Outro,Regular
22347,2022-05-13 10:23:09,047,Porto Alegre,Online,Calças,Calça Treino,2,321,27,23346,20,Feminino,Bom
22348,2022-12-30 14:05:04,048,São Paulo,Online,Camisetas,Camiseta Estampada,1,526,8,23347,33,Outro,Ruim
22349,2022-05-03 00:17:11,049,Belo Horizonte,Loja Física,Tênis,NMD,4,471,36,23348,56,Outro,Bom
22350,2022-07-30 22:03:11,050,Belo Horizonte,Loja Física,Tênis,Superstar,1,426,33,23349,46,Masculino,Regular
22351,2022-03-22 01:15:01,051,Porto Alegre,Loja Física,Calças,Calça Casual,3,94,16,23350,22,Masculino,Ruim
22352,2022-12-13 04:56:42,052,Belo Horizonte,Online,Tênis,NMD,2,186,7,23351,45,Feminino,Ruim
22353,2022-05-31 05:19:58,053,Belo Horizonte,Loja Física,Tênis,Ultraboost,1,440,32,23352,36,Feminino,Ruim
22354,2022-04-27 12:19:24,054,Rio de Janeiro,Loja Física,Calças,Calça Treino,2,546,26,23353,63,Masculino,Ruim
22355,2022-06-17 15:25:31,055,São Paulo,Loja Física,Calças,Calça Treino,4,541,5,23354,45,Masculino,Ótimo
22356,2022-04-27 02:06:04,056,Porto Alegre,Loja Física,Calças,Calça Casual,4,362,43,23355,21,Feminino,Regular
22357,2022-09-02 06:19:51,057,Rio de Janeiro,Online,Calças,Calça Casual,1,497,18,23356,53,Masculino,Ótimo
22358,2022-07-31 03:27:30,058,Rio de Janeiro,Loja Física,Tênis,Ultraboost,2,342,30,23357,18,Outro,Ruim
22359,2022-09-17 05:33:21,059,Belo Horizonte,Online,Calças,Calça Casual,2,381,36,23358,58,Feminino,Ruim
22360,2022-06-21 16:21:34,060,Porto Alegre,Online,Calças,Calça Casual,3,458,38,23359,30,Outro,Ótimo
22361,2022-08-10 19:27:25,061,São Paulo,Online,Tênis,Superstar,1,388,6,23360,21,Masculino,Regular
22362,2022-12-01 15:22:48,062,Rio de Janeiro,Online,Tênis,Superstar,3,269,47,23361,65,Masculino,Ruim
22363,2022-03-28 13:43:21,063,Belo Horizonte,Loja Física,Calças,Calça Casual,1,122,9,23362,28,Masculino,Regular
22364,2022-12-18 11:09:00,064,Rio de Janeiro,Loja Física,Tênis,NMD,3,379,39,23363,37,Masculino,Regular
22365,2022-11-29 23:19:41,065,Rio de Janeiro,Online,Calças,Calça Casual,3,123,48,23364,23,Outro,Regular
22366,2022-11-29 07:37:57,066,Porto Alegre,Loja Física,Calças,Calça Casual,1,157,13,23365,46,Outro,Ruim
22367,2022-09-08 06:19:12,067,Belo Horizonte,Loja Física,Tênis,NMD,4,373,30,23366,35,Outro,Ótimo
22368,2022-01-29 17:59:55,068,Rio de Janeiro,Online,Tênis,Superstar,3,462,36,23367,49,Feminino,Bom
22369,2022-01-31 14:25:22,069,Rio de Janeiro,Loja Física,Calças,Calça Treino,1,234,1,23368,15,Outro,Ruim
22370,2022-11-09 16:56:03,070,São Paulo,Loja Física,Calças,Calça Casual,1,441,28,23369,16,Feminino,Regular
22371,2022-06-21 10:18:28,071,São Paulo,Loja Física,Camisetas,Camiseta Estampada,1,202,25,23370,46,Feminino,Bom
22372,2022-09-08 10:20:55,072,São Paulo,Loja Física,Camisetas,Camiseta Estampada,3,368,44,23371,31,Outro,Ruim
22373,2022-01-18 15:30:20,073,São Paulo,Online,Tênis,Superstar,4,597,31,23372,36,Masculino,Ruim
22374,2022-11-05 14:50:09,074,Porto Alegre,Loja Física,Tênis,NMD,4,252,25,23373,43,Feminino,Ótimo
22375,2022-09-15 18:38:43,075,Rio de Janeiro,Online,Calças,Calça Treino,1,71,25,23374,27,Outro,Regular
22376,2022-09-05 01:55:46,076,Belo Horizonte,Online,Tênis,Superstar,2,305,19,23375,31,Outro,Regular
22377,2022-01-08 14:41:18,077,Belo Horizonte,Loja Física,Tênis,NMD,2,109,17,23376,53,Outro,Regular
22378,2022-12-09 17:43:32,078,Porto Alegre,Loja Física,Calças,Calça Treino,3,94,6,23377,32,Outro,Regular
22379,2022-11-19 23:01:08,079,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,176,40,23378,15,Outro,Ruim
22380,2022-09-05 09:34:21,080,Porto Alegre,Online,Calças,Calça Casual,4,130,7,23379,32,Outro,Ruim
22381,2022-06-03 04:13:03,081,São Paulo,Loja Física,Calças,Calça Casual,1,241,43,23380,64,Outro,Regular
22382,2022-09-20 19:40:48,082,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,201,45,23381,29,Feminino,Regular
22383,2022-11-10 17:14:53,083,Porto Alegre,Online,Tênis,Ultraboost,2,50,11,23382,67,Outro,Ótimo
22384,2022-09-16 10:33:55,084,Belo Horizonte,Online,Calças,Calça Treino,2,63,27,23383,23,Feminino,Regular
22385,2022-11-18 05:41:12,085,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,3,166,33,23384,53,Outro,Ótimo
22386,2022-01-31 00:58:02,086,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,3,144,2,23385,22,Outro,Ótimo
22387,2022-01-09 09:59:47,087,São Paulo,Online,Tênis,NMD,4,399,0,23386,41,Masculino,Ruim
22388,2022-10-19 07:03:45,088,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,162,2,23387,46,Masculino,Ruim
22389,2022-07-19 13:08:01,089,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,2,347,39,23388,58,Feminino,Bom
22390,2022-04-12 17:39:26,090,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,3,77,18,23389,56,Outro,Regular
22391,2022-08-04 06:33:13,091,São Paulo,Loja Física,Calças,Calça Treino,1,78,28,23390,23,Masculino,Ótimo
22392,2022-05-24 07:54:28,092,Rio de Janeiro,Loja Física,Tênis,Ultraboost,2,125,25,23391,18,Outro,Regular
22393,2022-09-11 11:55:56,093,Belo Horizonte,Online,Tênis,NMD,1,558,20,23392,18,Feminino,Bom
22394,2022-12-15 00:48:07,094,São Paulo,Online,Camisetas,Camiseta Clássica,1,105,44,23393,44,Masculino,Bom
22395,2022-01-24 16:44:36,095,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,2,194,25,23394,57,Outro,Regular
22396,2022-08-13 21:02:18,096,Porto Alegre,Online,Calças,Calça Casual,1,458,0,23395,61,Feminino,Ruim
22397,2022-12-17 10:30:58,097,São Paulo,Online,Tênis,Ultraboost,1,391,18,23396,38,Masculino,Ruim
22398,2022-03-20 15:43:55,098,São Paulo,Loja Física,Tênis,Superstar,4,563,22,23397,30,Masculino,Ruim
22399,2022-08-19 03:42:30,099,Porto Alegre,Online,Tênis,Superstar,2,585,34,23398,51,Feminino,Bom
22400,2022-02-10 23:53:07,100,Porto Alegre,Online,Tênis,Ultraboost,2,464,30,23399,35,Feminino,Ruim
22401,2022-03-21 02:20:05,001,Porto Alegre,Online,Calças,Calça Treino,4,96,40,23400,31,Masculino,Bom
22402,2022-03-11 19:13:11,002,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,4,495,11,23401,51,Feminino,Ótimo
22403,2022-12-01 07:45:24,003,São Paulo,Online,Tênis,Superstar,2,579,30,23402,36,Masculino,Regular
22404,2022-08-16 17:19:28,004,Belo Horizonte,Loja Física,Calças,Calça Treino,2,159,45,23403,65,Outro,Regular
22405,2022-05-08 12:38:36,005,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,4,274,37,23404,51,Masculino,Ótimo
22406,2022-04-03 21:02:30,006,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,278,7,23405,35,Feminino,Ótimo
22407,2022-03-24 23:18:12,007,Belo Horizonte,Online,Camisetas,Camiseta Clássica,3,484,9,23406,39,Outro,Ótimo
22408,2022-03-18 12:06:17,008,São Paulo,Online,Camisetas,Camiseta Clássica,1,463,20,23407,66,Outro,Ótimo
22409,2022-10-12 20:56:23,009,São Paulo,Online,Tênis,NMD,1,467,44,23408,42,Masculino,Ótimo
22410,2022-05-09 13:50:21,010,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,567,10,23409,25,Feminino,Ruim
22411,2022-10-20 20:54:59,011,Belo Horizonte,Loja Física,Calças,Calça Treino,2,366,19,23410,40,Outro,Ruim
